request,indonesia_pct,global_median_pct,global_mean_pct,n_countries,gap_pp,ratio
Create personalized workout plans and fitness tracking applications,0.0998336106489184,0.1640742928397978,0.1598526226853449,22,-0.0642406821908794,0.6084658901830281
Create professional technical and business diagrams with custom formatting,0.1774819744869661,0.178147268408551,0.20418644801263713,24,-0.000665293921584903,0.9962654834535034
Create promotional marketing materials with specific design requirements,0.232945091514143,0.109914886421284,0.131772169118162,16,0.123030205092859,2.119322496693545
Create religious educational content and provide spiritual guidance,0.5712701053799224,0.22160189764311045,0.2490249799458537,28,0.34966820773681195,2.5779116129228825
Create specific data visualizations and charts using programming code,0.160843039378813,0.201078512019011,0.20868328363700248,27,-0.040235472640198,0.7999016790198152
Create viral social media marketing video scripts and content,0.0998336106489184,0.1736775819737795,0.21578080345190662,23,-0.0738439713248611,0.5748215141778661
Create work scheduling systems and attendance management applications,0.2551303383250138,0.1636795155086341,0.174562569227649,25,0.0914508228163797,1.5587188019966718
"Create, modify, and improve business application dashboards and interfaces",0.1996672212978369,0.2005820274595114,0.2342072445049025,35,-0.0009148061616744974,0.9954392416246807
Debug and fix API integrations and third-party service connections,0.2606766500277315,0.3199804989122833,0.3719292914170404,42,-0.05930384888455181,0.8146641777041267
Debug and fix JavaScript syntax and runtime errors,0.3993344425956739,0.3522898842476094,0.3488047663968815,40,0.047044558348064536,1.1335393391965776
Debug and fix PHP programming errors and bugs,0.5879090404880754,0.2507631923244657,0.26575258751953856,23,0.33714584816360965,2.3444790084159255
Debug and fix React Native mobile app development errors,0.1220188574597892,0.12617313114795006,0.21972195957262755,15,-0.004154273688160862,0.9670748149755467
Debug and fix broken features in games and software applications,0.1109262340543538,0.2151668685606145,0.2540828271060785,33,-0.10424063450626071,0.5155358480439327
Debug and fix broken functionality in web applications and websites,0.14420410427066,0.1870541151905342,0.21224289597617285,28,-0.0428500109198742,0.7709218485985888
Debug and fix compilation errors and syntax bugs in programming code,0.21630615640599,0.287852619458837,0.3224696357971342,40,-0.07154646305284701,0.7514475873544094
Debug and fix complex software system failures and technical issues,0.088740987243483,0.1905334937825912,0.19836063044962987,22,-0.10179250653910821,0.4657500656800067
Debug and fix errors in existing Python code,0.2828618968386023,0.436109899694723,0.4628175799196718,54,-0.15324800285612072,0.6486023294509151
Debug and fix errors in existing React applications,0.4991680532445923,0.4069381442955369,0.564687577990607,39,0.09222990894905542,1.226643558098289
Debug and fix existing trading bot code and functionality,0.3383250138657793,0.3008423586040915,0.34053368150242724,36,0.037482655261687814,1.1245923460898504
Debug and fix file upload functionality issues,0.1996672212978369,0.0994312532315157,0.13309310396470078,16,0.1002359680663212,2.0080931780366056
Debug and fix machine learning model training and inference errors,0.0942872989462007,0.2159421650549244,0.24256339693439521,26,-0.12165486610872368,0.43663218307651475
Debug and fix messaging platform bots and chatbots,0.2662229617304492,0.20720514541572999,0.27823712637270087,27,0.059017816314719196,1.2848279476665876
Debug and fix payment processing and financial system technical issues,0.088740987243483,0.142769161861038,0.19747751062345692,22,-0.05402817461755499,0.6215697149630784
Debug and fix software bugs in existing applications,0.4437049362174154,0.3280133163615,0.36321782388089435,41,0.11569161985591542,1.3527040339070042
Debug and fix web development errors and technical issues,0.2440377149195784,0.2635680884228426,0.2810950928689557,38,-0.01953037350326417,0.9259000828964864
Debug and troubleshoot failing software applications and system errors,0.1220188574597892,0.2321981424148606,0.22570518278407362,30,-0.11017928495507139,0.5254945461268257
Debug data processing and business application errors,0.14420410427066,0.2450980392156862,0.2516681473075509,34,-0.10089393494502621,0.5883527454242929
Design and implement enterprise ERP and CRM business management systems,0.2107598447032723,0.21332465464870004,0.22652542720264807,31,-0.0025648099454277373,0.9879769642676726
Design and improve authentication UI components and login pages,0.2273987798114254,0.2159421650549244,0.17679634611462214,11,0.011456614756501005,1.053054088596301
Design enterprise software architecture and create technical documentation,0.160843039378813,0.1657029475701863,0.17418483628357276,23,-0.004859908191373302,0.9706709611226753
Develop academic management systems and educational databases,0.2828618968386023,0.1367299942429476,0.16419160241143535,22,0.1461319025956547,2.0687625886680094
Develop and debug computer vision AI systems and implementation code,0.1331114808652246,0.1989356109339316,0.21374833557529638,23,-0.06582413006870702,0.6691184159553624
Develop and deploy healthcare AI systems and medical data analysis tools,0.1275651691625069,0.15198421278532032,0.1439850401762644,18,-0.024419043622813413,0.8393317096868105
Develop and modify React Native mobile applications and components,0.1109262340543538,0.1853467073702573,0.24066639911733853,19,-0.0744204733159035,0.598479658086196
Develop automated trading systems and technical analysis strategies,0.5490848585690515,0.39075269960588,0.47246730384103514,50,0.15833215896317154,1.4051978633106519
Develop comprehensive social media marketing strategies and content,0.1996672212978369,0.2815051140095712,0.2933042898300467,32,-0.08183789271173428,0.7092845257903493
Develop inventory management and supply chain systems,0.2273987798114254,0.1599110060488076,0.1928063441673475,24,0.0674877737626178,1.422033326099014
Develop speech processing and voice interface applications,0.1053799223516361,0.2076196408180213,0.2304597883023751,27,-0.10223971846638522,0.5075623960066554
Diagnose and treat skin conditions and dermatological problems,0.1164725457570715,0.209866832149378,0.20084877162630463,26,-0.09339428639230651,0.5549831031621482
Diagnose car problems and provide automotive technical support,0.0942872989462007,0.22014988962280518,0.2156406826093813,26,-0.1258625906766045,0.4282868327017937
Draft and edit formal legal documents and court filings,0.1109262340543538,0.13825360497988584,0.3254602726888882,17,-0.027327370925532043,0.8023388183656561
Draft and refine job application and career-related professional emails,0.1109262340543538,0.2969121140142517,0.3375345066002112,34,-0.1859858799598979,0.3735995562950637
Draft and revise formal government and institutional correspondence,0.3383250138657793,0.2422671518405911,0.2673608910134183,31,0.09605786202518818,1.3964956094765713
Draft new emails and messages from scratch for various purposes,0.1331114808652246,0.47761883830923074,0.4653414781895841,47,-0.3445073574440062,0.2786981379051941
"Draft polite decline, withdrawal, termination, and farewell messages",0.1053799223516361,0.15552325548035573,0.15881718050239368,17,-0.05014333312871963,0.6775830535835634
"Draft, review, analyze, and modify legal contracts and agreements",0.088740987243483,0.2278741821588866,0.25013321457859305,32,-0.1391331949154036,0.38942975638024596
Edit and improve existing written texts for better quality and flow,0.3105934553521908,0.2772889670985975,0.2946391888096425,36,0.03330448825359328,1.1201075131191605
"Edit and modify existing podcast, video, and audio scripts",0.21630615640599,0.13708479072092125,0.18623818341298057,19,0.07922136568506874,1.5779004750887973
Edit and revise existing business and professional documents,0.2052135330005546,0.3003003003003003,0.31930140762892356,38,-0.09508676729974572,0.6833610648918468
Enhance React component visual design and aesthetics,0.2939545202440377,0.2599404847705473,0.3144769541081123,23,0.034014035473490356,1.1308531662680978
Evaluate and grade academic assignments using rubrics and scoring criteria,0.2384914032168607,0.18061943070267822,0.22209044666055414,23,0.05787197251418247,1.3204083430505704
Explain AI system capabilities and provide technical guidance,0.1830282861896838,0.344418052256532,0.3442514678583162,46,-0.16138976606684818,0.5314131619714269
Explain Python programming concepts and provide educational guidance,0.1109262340543538,0.1898019039965087,0.2069245347394069,26,-0.0788756699421549,0.5844316190652873
"Explain accounting and finance concepts, standards, and calculations",0.2939545202440377,0.1868576767362192,0.22083114966540887,26,0.10709684350781848,1.5731466075060088
"Explain esoteric and occult spiritual practices, symbols, and traditions",0.088740987243483,0.1014598951581083,0.10936611493251623,16,-0.012718907914625294,0.8746410303814626
Explain neural network architectures and implement deep learning concepts,0.0831946755407653,0.2346577576263771,0.277696843422757,24,-0.15146308208561182,0.354536224935841
Explain philosophical concepts and engage in philosophical discussions,0.2273987798114254,0.226422524118921,0.2332741457082917,30,0.0009762556925043964,1.0043116544888955
Explain professional concepts and help create business deliverables,0.3161397670549085,0.31442129680737096,0.3337858327017611,45,0.001718470247537518,1.005465502066771
"Explain programming concepts, syntax, and code functionality",0.1830282861896838,0.2408068445804294,0.23897249238531595,30,-0.05777855839074558,0.7600626406968778
Explain technology innovation concepts and societal impacts,0.1885745978924015,0.09919229134193,0.11776324355354315,16,0.0893823065504715,1.9011013390381104
Explain the differences between two or more specific concepts or terms,0.14420410427066,0.19304200549976946,0.20085661189473114,25,-0.04883790122910947,0.7470089419001203
"Explain the meaning of specific terms, acronyms, and concepts",0.3161397670549085,0.4419677925830587,0.4301920125560935,49,-0.1258280255281502,0.7153004638805136
Extract and convert image data into structured formats,0.1663893510815307,0.1037667323855971,0.11351729878832897,14,0.0626226186959336,1.6034941763727124
Extract and organize document data into structured tables,0.343871325568497,0.19212000104209437,0.2259709037021871,27,0.1517513245264026,1.78987780399373
Extract and transcribe text from images using OCR technology,0.160843039378813,0.23057139507771124,0.278778026268621,41,-0.06972835569889824,0.6975845348231633
Find and analyze existing academic papers and research publications,0.3383250138657793,0.1239193083573487,0.147134734734354,16,0.21440570550843058,2.730204181661056
Find information about specific named individuals,0.088740987243483,0.17015294495966193,0.18879828029767964,24,-0.08141195771617893,0.5215365932368716
"Fix Flutter/Dart app bugs, compilation errors, and technical issues",0.3494176372712146,0.25183993122129533,0.40060480062232995,26,0.09757770604991928,1.3874592308563505
Fix HTML CSS JavaScript layout styling and responsiveness issues,0.2218524681087077,0.21787137748666385,0.2468886410920306,31,0.0039810906220438536,1.0182726646701792
Fix React API integration and backend connectivity issues,0.1497504159733777,0.2314049586776859,0.27524650912581794,17,-0.08165454270430819,0.6471357261706681
Fix TypeScript compilation errors and type-related issues,0.2551303383250138,0.24408163539785835,0.32598676160302226,33,0.011048702927155457,1.0452664245269654
Fix and implement dropdown menus and form input components,0.1386577925679423,0.1146739437545677,0.13809079202093177,12,0.023983848813374606,1.2091481990425508
Fix and improve existing websites and web applications,0.2273987798114254,0.2273987798114254,0.25980176743566447,33,0.0,1.0
Fix and improve video game development code and features,0.14420410427066,0.2920522412548402,0.3242616596537013,38,-0.1478481369841802,0.4937613341060778
Fix and style HTML/CSS table layouts and web components,0.2495840266222961,0.1181334908446544,0.1498619348790946,18,0.1314505357776417,2.1127287853577377
Fix bugs and modify styling in existing chart and visualization code,0.1109262340543538,0.16199767243966715,0.172958537697114,21,-0.05107143838531335,0.6847396779460896
Fix document formatting and text rendering issues,0.1220188574597892,0.1589434459934432,0.16266544285543105,22,-0.036924588533654004,0.7676872531430001
Fix mobile and web application UI layout and display issues,0.21630615640599,0.1689982161299408,0.16702295553278246,20,0.047307940276049204,1.279931595489
Fix styling and layout issues in React components,0.2662229617304492,0.27250775081331147,0.4134836925853452,27,-0.0062847890828622854,0.976937209807409
Fix web application UI bugs and functionality issues,0.3660565723793677,0.2627381064089331,0.28162827596052614,34,0.10331846597043459,1.3932374613739005
"Fix, modify, and complete existing Python code files and scripts",0.1109262340543538,0.1901724750365241,0.20531447608180736,25,-0.0792462409821703,0.5832927926770136
Format and create educational documents and study materials,0.2273987798114254,0.1783870059149375,0.19226034647977389,22,0.04901177389648789,1.2747496861955225
Generate and modify complete JavaScript code implementations,0.232945091514143,0.21067363994534494,0.21234971781043877,27,0.022271451568798062,1.1057154163880016
"Generate creative names for businesses, products, services, and projects",0.1996672212978369,0.2180549498473615,0.22134754410700813,25,-0.018387728549524612,0.9156738768718801
Get comprehensive programming assistance and collaborative coding support,0.1774819744869661,0.18847725452218533,0.19704380385520498,25,-0.01099528003521924,0.941662562609511
"Get mobile device information, recommendations, and technical support",0.2107598447032723,0.1972386587771203,0.21774378828368138,28,0.013521185926152007,1.0685524126455908
Help analyze and manage existing YouTube and TikTok video content,0.232945091514143,0.2079002079002079,0.22154373122233334,29,0.025044883613935087,1.1204658901830278
Help build and troubleshoot video streaming and camera system applications,0.0998336106489184,0.093339322008933,0.10216333364917615,13,0.006494288639985399,1.0695771996218686
Help compose personal heartfelt messages for relationships and life events,0.1386577925679423,0.2093868372946607,0.2224747843832374,26,-0.0707290447267184,0.6622087346054872
Help create and fix website navigation menus and mobile navbars,0.1941209095951192,0.1034085033607763,0.14112124464798148,15,0.09071240623434292,1.8772238576731097
Help create and format professional documents in specific file formats,0.3882418191902385,0.2085564511583338,0.2358805667363724,32,0.17968536803190469,1.8615670579064922
Help create and improve professional presentations and slide decks,0.3716028840820854,0.2582644628099174,0.27896325904071495,29,0.11333842127216803,1.4388463671658345
Help create and manage invoice and billing systems,0.1275651691625069,0.1502206365599474,0.1466384591707695,21,-0.02265546739744051,0.8491853854686632
Help create and plan video content and AI generation prompts,0.2773155851358846,0.2803935099687273,0.2939304469875584,33,-0.0030779248328426934,0.9890228385343656
Help create and refine social media post content and writing,0.1164725457570715,0.3346286701208981,0.35962934277069925,43,-0.2181561243638266,0.34806505286887435
"Help create birthday messages, cards, and celebration content",0.160843039378813,0.1582788849961645,0.20502428335624429,21,0.002564154382648509,1.0162002302626194
Help create grammar exercises and explain grammatical concepts,0.4825291181364393,0.2209756926738059,0.2663836381931832,26,0.2615534254626334,2.1836298476897475
"Help create, improve, and customize resumes and CVs",0.2551303383250138,0.4209844559585492,0.48333450208167444,53,-0.16585411763353541,0.6060326805751097
Help customize and modify Flutter UI components and layouts,0.2606766500277315,0.3095975232198142,0.3392829258985247,17,-0.048920873192082714,0.8419855795895728
"Help debug, optimize, and implement machine learning models and workflows",0.1552967276760954,0.3073140749846342,0.3128276073334853,36,-0.1520173473085388,0.5053355518580146
Help design and implement mobile app UI layouts and responsive interfaces,0.2551303383250138,0.1407992169987579,0.20055097992125723,22,0.11433112132625592,1.81201532056293
Help design and troubleshoot smart home automation systems and IoT devices,0.088740987243483,0.0930187016547537,0.12904197511921547,14,-0.0042777144112707,0.9540123186502024
Help determine and calculate physical dimensions and measurements,0.0831946755407653,0.08488508323978305,0.08199092826126993,11,-0.0016904076990177513,0.9800859275328423
Help develop and customize e-commerce website interfaces and functionality,0.1331114808652246,0.0985267899033499,0.13176480570557245,14,0.03458469096187469,1.3510181443625702
Help develop and debug time series forecasting and prediction models,0.1164725457570715,0.0799872020476723,0.08429202214796144,12,0.036485343709399196,1.4561397670549092
Help develop and deploy full-stack Node.js web applications,0.1719356627842485,0.1521898427371625,0.15171044610316994,18,0.019745820047086,1.1297446642427231
Help develop and integrate messaging applications and chat systems,0.2384914032168607,0.1909331244492313,0.22313877861034637,30,0.047558278767629386,1.2490834364378456
Help develop and modify business application forms and interfaces,0.2773155851358846,0.18900381106832095,0.20339831929785795,25,0.08831177406756366,1.4672486420691315
Help develop and troubleshoot email system functionality and integrations,0.1331114808652246,0.24790915345411665,0.24453973173902252,34,-0.11479767258889206,0.5369365310259149
Help develop comprehensive software testing scripts and frameworks,0.14420410427066,0.21454945352548643,0.2290435882693455,29,-0.07034534925482644,0.672125246189592
Help develop digital design tools and interactive creative applications,0.1830282861896838,0.164518782561009,0.18255488461717864,24,0.018509503628674817,1.1125069328896284
Help develop image processing and management software applications,0.2107598447032723,0.1876700760063808,0.19957122186598536,26,0.0230897686968915,1.1230338325013864
Help develop restaurant business operations and food service applications,0.1552967276760954,0.146238917832008,0.15705712694900853,23,0.009057809844087411,1.0619384359401003
Help draft and analyze personal text messages for relationships,0.0998336106489184,0.2007245667286791,0.22135286540943325,24,-0.10089095607976072,0.49736617832068475
Help edit and revise existing novel manuscripts for publication,0.2606766500277315,0.36892681501633295,0.44922347983006233,35,-0.10825016498860146,0.7065809245017631
Help estimate costs and pricing for specific goods and services,0.1109262340543538,0.1701001701001701,0.1732597745771485,23,-0.05917393604581629,0.6521230048684289
Help format and manage academic citations and bibliographies,0.4880754298391569,0.2433428352916637,0.2952504768774997,33,0.24473259454749322,2.005711116393313
Help implement UI layout modifications and component positioning,0.1164725457570715,0.12480468370317291,0.14777630667895006,21,-0.008332137946101409,0.9332385796840925
Help implement and design authentication systems for web applications,0.160843039378813,0.21168651059204416,0.23535557021452927,31,-0.050843471213231156,0.7598171415314453
Help implement and execute data deletion and removal operations,0.088740987243483,0.1227596366314755,0.12665976215424235,20,-0.0340186493879925,0.722884082085413
Help implement and fix data validation systems and logic,0.088740987243483,0.0912880126233367,0.10149175048803631,14,-0.0025470253798536985,0.9720990159971717
Help implement cryptographic algorithms and encryption solutions,0.1275651691625069,0.1140315867495296,0.11836685597965134,16,0.013533582412977307,1.1186827509706045
Help implement multilingual features and communicate in specific languages,0.1885745978924015,0.3305832866415007,0.4005008790061343,29,-0.14200868874909922,0.5704299204239572
Help implement search and filtering functionality in software applications,0.0831946755407653,0.0883364748769821,0.09980209529253475,15,-0.005141799336216793,0.9417930210213019
Help improve and edit academic essays and personal statements,0.3771491957848031,0.26273408543634347,0.2817297787663391,34,0.11441511034845964,1.4354787471082837
Help me access previous conversations and understand AI memory limitations,0.1386577925679423,0.22968355582635214,0.23420186064420848,27,-0.09102576325840983,0.6036905518511385
Help me build and deploy complete web applications from scratch,0.2384914032168607,0.2289576973397296,0.2437382787328486,32,0.009533705877131093,1.0416395953833555
Help me understand and use AI image generation capabilities,0.1552967276760954,0.15955587384268105,0.18755148994058154,27,-0.004259146166585653,0.9733062402278898
Help modify and troubleshoot CSS styling code for existing websites,0.21630615640599,0.23066315788012665,0.26704309354652755,37,-0.014357001474136655,0.9377577173308368
Help modify colors and visual themes in web and mobile applications,0.2939545202440377,0.2127833701612243,0.2337056667224882,30,0.08117115008281336,1.381473185716114
Help modify database schemas and SQL scripts for table structure changes,0.1164725457570715,0.172836741337945,0.16988850710853431,28,-0.056364195580873494,0.673887651754175
Help navigate elderly care services and disability benefits systems,0.1220188574597892,0.1565654588339963,0.1571370152027331,18,-0.034546601374207106,0.7793472351341794
Help organize and configure software project files and structures,0.0942872989462007,0.17006553446221545,0.19066856282193173,24,-0.07577823551601474,0.5544174441009334
Help prepare comprehensive job interview materials and practice sessions,0.1164725457570715,0.2741603838245374,0.3076046724055829,37,-0.1576878380674659,0.4248336106489182
Help research product prices and implement pricing systems,0.1885745978924015,0.20996778625810886,0.22614711898626935,30,-0.02139318836570736,0.8981120449619392
Help resolve authentication and login access issues,0.1386577925679423,0.2034521231213493,0.22465355420344724,32,-0.064794330553407,0.6815254146315282
Help revise and edit academic papers for publication submission,0.4603438713255685,0.23801733059609548,0.27675809006298524,30,0.222326540729473,1.9340771118333016
Help solve statistics problems and explain statistical concepts,0.232945091514143,0.1811416821697836,0.2204166609942769,25,0.0518034093443594,1.2859828214237528
Help translate and improve professional business documents and emails,0.232945091514143,0.32872047736471127,0.32479323769618085,29,-0.09577538585056827,0.7086418630856797
Help troubleshoot and fix mobile app bugs and device issues,0.2107598447032723,0.2569130849474385,0.3001579504061761,37,-0.04615324024416617,0.8203546531948398
Help troubleshoot compilation errors and development environment issues,0.1497504159733777,0.25697849128453176,0.2658061868679611,34,-0.10722807531115405,0.5827352134602232
Help troubleshoot git operations and GitHub repository management,0.1885745978924015,0.3035832921495085,0.31958173726426875,38,-0.11500869425710702,0.6211626356549701
Help troubleshoot hardware failures and system-level device malfunctions,0.1164725457570715,0.1388180633463652,0.15244375635421414,18,-0.022345517589293706,0.8390301877822675
Help troubleshoot software installation and package management errors,0.1164725457570715,0.2130286604840101,0.21358629901872048,27,-0.09655611472693859,0.5467458955637282
Help troubleshoot web application errors and API connectivity issues,0.1830282861896838,0.1751781604081874,0.20682044253127832,29,0.007850125781496409,1.0448122400829225
Help with 3D modeling programming and interactive graphics development,0.0942872989462007,0.14040862815915114,0.15601844027275252,19,-0.04612132921295044,0.6715206905898078
"Help with API development, implementation, integration, and usage",0.160843039378813,0.2480729198394956,0.2848040384026172,41,-0.08722988046068259,0.6483700013805588
"Help with Android app development, debugging, and programming tasks",0.2662229617304492,0.22656534312204324,0.25557926825264515,25,0.03965761860840594,1.1750383269653193
Help with Docker development workflows and containerization setups,0.0942872989462007,0.2033190460490163,0.23088854921397425,30,-0.10903174710281559,0.4637406124926922
Help with Excel and Google Sheets formulas and VBA code,0.1774819744869661,0.18543747409921585,0.1961156373401176,27,-0.007955499612249756,0.9570987490479229
Help with Excel spreadsheet operations and programming tasks,0.2662229617304492,0.3172466833301288,0.3363016181110346,43,-0.051023721599679606,0.8391670448242826
Help with GIS software and geospatial data analysis tasks,0.1719356627842485,0.2086931491076569,0.20591654678061852,29,-0.03675748632340842,0.823868265534454
"Help with JSON data processing, formatting, and conversion tasks",0.1220188574597892,0.2297682119924384,0.25528150397782773,31,-0.10774935453264921,0.5310519518853408
